"player","position","game_num","rush_att","rush_yds","rush_yds_per_att","rush_td","targets","rec","rec_yds","rec_yds_per_rec","rec_td","catch_pct","rec_yds_per_tgt","pass_cmp","pass_att","pass_cmp_perc","pass_yds","pass_td","pass_int","pass_rating","pass_sacked","pass_sacked_yds","pass_yds_per_att","pass_adj_yds_per_att","two_pt_md","all_td","scoring","sacks","tackles_solo","tackles_assists","kick_ret","kick_ret_yds","kick_ret_yds_per_ret","kick_ret_td","punt_ret","punt_ret_yds","punt_ret_yds_per_ret","punt_ret_td","gs","def_int","def_int_yds","def_int_td","safety_md","year"
"Micheal Spurlock","WR","16","0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0","0","0",NA,NA,NA,NA,NA,NA,"0","0","0.0","0","0","3","54","18.00","0","1","10","10.00","0",NA,NA,NA,NA,NA,2009
"Micheal Spurlock","WR",NA,"1","3","3.00","0",NA,NA,NA,NA,NA,NA,NA,"0","1","0.00","0","0","0","39.6","0","0","0.00","0.00",NA,"1","6","0.0","0","1","8","170","21.25","0","3","90","30.00","1",NA,NA,NA,NA,NA,2009
"Brian St. Pierre","QB","16","1","2","2.00","0",NA,NA,NA,NA,NA,NA,NA,"2","4","50.00","12","1","1","56.2","0","0","3.00","-3.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"Matthew Stafford","QB","1","2","0","0.00","1",NA,NA,NA,NA,NA,NA,NA,"16","37","43.24","205","0","3","27.4","1","7","5.54","1.89",NA,"1","6","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"*",NA,NA,NA,NA,2009
"Matthew Stafford","QB","2","1","7","7.00","0",NA,NA,NA,NA,NA,NA,NA,"18","30","60.00","152","1","2","56.5","2","16","5.07","2.73",NA,"0","0","0.0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,"*",NA,NA,NA,NA,2009
"Matthew Stafford","QB","3","2","23","11.50","0",NA,NA,NA,NA,NA,NA,NA,"21","36","58.33","241","1","0","87.8","2","14","6.69","7.25",NA,"0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"*",NA,NA,NA,NA,2009
"Matthew Stafford","QB","4","2","20","10.00","0",NA,NA,NA,NA,NA,NA,NA,"24","36","66.67","296","1","1","89.6","5","42","8.22","7.53",NA,"0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"*",NA,NA,NA,NA,2009
"Matthew Stafford","QB","7","1","4","4.00","1",NA,NA,NA,NA,NA,NA,NA,"14","33","42.42","168","0","1","46.0","2","6","5.09","3.73",NA,"1","6","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"*",NA,NA,NA,NA,2009
"Matthew Stafford","QB","8","0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,"22","42","52.38","203","2","5","42.2","2","17","4.83","0.43",NA,"0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"*",NA,NA,NA,NA,2009
"Matthew Stafford","QB","9","4","28","7.00","0",NA,NA,NA,NA,NA,NA,NA,"29","51","56.86","224","1","0","74.3","3","20","4.39","4.78",NA,"0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"*",NA,NA,NA,NA,2009
"Matthew Stafford","QB","10","2","7","3.50","0",NA,NA,NA,NA,NA,NA,NA,"26","43","60.47","422","5","2","112.7","2","6","9.81","10.05",NA,"0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"*",NA,NA,NA,NA,2009
"Matthew Stafford","QB","11","3","21","7.00","0",NA,NA,NA,NA,NA,NA,NA,"20","43","46.51","213","1","4","30.5","2","14","4.95","1.23",NA,"0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"*",NA,NA,NA,NA,2009
"Matthew Stafford","QB","12","3","-2","-0.67","0",NA,NA,NA,NA,NA,NA,NA,"11","26","42.31","143","1","2","41.0","3","27","5.50","2.81",NA,"0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"*",NA,NA,NA,NA,2009
"Matthew Stafford","QB",NA,"20","108","5.40","2",NA,NA,NA,NA,NA,NA,NA,"201","377","53.32","2267","13","20","61.0","24","169","6.01","4.32",NA,"2","12","0.0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"Derek Stanley","","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","24","24.00","0",NA,NA,NA,NA,NA,2009
"Derek Stanley","","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","13","6.50","0",NA,NA,NA,NA,NA,2009
"Derek Stanley","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","37","12.33","0",NA,NA,NA,NA,NA,2009
"Drew Stanton","QB","6","0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,"5","11","45.45","57","0","2","22.0","3","21","5.18","-3.00",NA,"0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"Drew Stanton","QB","14","3","10","3.33","1",NA,NA,NA,NA,NA,NA,NA,"10","19","52.63","72","0","1","39.8","0","0","3.79","1.42",NA,"1","6","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"Drew Stanton","QB","15","6","23","3.83","0",NA,NA,NA,NA,NA,NA,NA,"11","21","52.38","130","0","3","31.9","2","6","6.19","-0.24",NA,"0","0","0.0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,"*",NA,NA,NA,NA,2009
"Drew Stanton","QB",NA,"9","33","3.67","1",NA,NA,NA,NA,NA,NA,NA,"26","51","50.98","259","0","6","26.1","5","27","5.08","-0.22",NA,"1","6","0.0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"Isaiah Stanback","WR","9",NA,NA,NA,NA,"2","2","17","8.50","0","100.0%","8.50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"Isaiah Stanback","WR","10",NA,NA,NA,NA,"2","1","5","5.00","0","50.0%","2.50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"Isaiah Stanback","WR","11",NA,NA,NA,NA,"3",NA,NA,NA,NA,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"Isaiah Stanback","WR","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"Isaiah Stanback","WR","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"Isaiah Stanback","WR","16",NA,NA,NA,NA,"0","0","0",NA,"0","0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","22","22.00","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"Isaiah Stanback","WR",NA,NA,NA,NA,NA,"7","3","22","7.33","0","42.9%","3.14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","22","22.00","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"John Standeford","WR","6",NA,NA,NA,NA,"3","1","5","5.00","0","33.3%","1.67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"John Standeford","WR","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"John Standeford","WR",NA,NA,NA,NA,NA,"3","1","5","5.00","0","33.3%","1.67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"Aaron Stecker","RB","7","0","0",NA,"0","2","2","12","6.00","0","100.0%","6.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"Aaron Stecker","RB","8","2","6","3.00","0","3","3","22","7.33","0","100.0%","7.33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"Aaron Stecker","RB","10","0","0",NA,"0","0","0","0",NA,"0","0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","39","19.50","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"Aaron Stecker","RB","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"Aaron Stecker","RB","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"Aaron Stecker","RB","13","0","0",NA,"0","0","0","0",NA,"0","0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","15","15.00","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"Aaron Stecker","RB","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"Aaron Stecker","RB","15","3","9","3.00","0","0","0","0",NA,"0","0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"Aaron Stecker","RB","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"Aaron Stecker","RB",NA,"5","15","3.00","0","5","5","34","6.80","0","100.0%","6.80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","54","18.00","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"LaRod Stephens-Howling","RB","1","0","0",NA,"0","0","0","0",NA,"0","0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0.0","0","0","3","62","20.67","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"LaRod Stephens-Howling","RB","2","1","2","2.00","0","2","2","14","7.00","0","100.0%","7.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0.0","0","0","2","51","25.50","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"LaRod Stephens-Howling","RB","3","0","0",NA,"0","1","1","8","8.00","0","100.0%","8.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0.0","0","0","4","78","19.50","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"LaRod Stephens-Howling","RB","4","0","0",NA,"0","2","0","0",NA,"0","0.0%","0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0.0","0","0","3","60","20.00","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"LaRod Stephens-Howling","RB","5","0","0",NA,"0","1","0","0",NA,"0","0.0%","0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0.0","0","0","1","17","17.00","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"LaRod Stephens-Howling","RB","6","1","-1","-1.00","0","0","0","0",NA,"0","0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0.0","0","0","4","86","21.50","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"LaRod Stephens-Howling","RB","7","0","0",NA,"0","2","1","14","14.00","1","50.0%","7.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","6","0.0","0","1","4","126","31.50","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"LaRod Stephens-Howling","RB","8","1","5","5.00","0","0","0","0",NA,"0","0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0.0","0","0","3","63","21.00","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"LaRod Stephens-Howling","RB","9","0","0",NA,"0","2","2","22","11.00","0","100.0%","11.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0.0","0","0","2","50","25.00","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"LaRod Stephens-Howling","RB","10","0","0",NA,"0","0","0","0",NA,"0","0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0.0","0","0","4","91","22.75","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"LaRod Stephens-Howling","RB","11","0","0",NA,"0","0","0","0",NA,"0","0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","6","0.0","0","0","4","167","41.75","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"LaRod Stephens-Howling","RB","12","0","0",NA,"0","2","1","2","2.00","0","50.0%","1.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0.0","0","0","2","46","23.00","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"LaRod Stephens-Howling","RB","13","1","3","3.00","0","4","3","23","7.67","0","75.0%","5.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0.0","1","0","5","116","23.20","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"LaRod Stephens-Howling","RB","14","0","0",NA,"0","1","0","0",NA,"0","0.0%","0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0.0","0","0","4","93","23.25","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"LaRod Stephens-Howling","RB","15","1","3","3.00","0","1","0","0",NA,"0","0.0%","0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0.0","0","3","2","47","23.50","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"LaRod Stephens-Howling","RB","16","1","3","3.00","0","0","0","0",NA,"0","0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0.0","0","0","5","104","20.80","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"LaRod Stephens-Howling","RB",NA,"6","15","2.50","0","18","10","83","8.30","1","55.6%","4.61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","12","0.0","1","4","52","1257","24.17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"LaRod Stephens-Howling","RB","17","1","18","18.00","0","4","3","19","6.33","0","75.0%","4.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","85","21.25","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"LaRod Stephens-Howling","RB","18","2","4","2.00","0","0","0","0",NA,"0","0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","139","27.80","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"LaRod Stephens-Howling","RB",NA,"3","22","7.33","0","4","3","19","6.33","0","75.0%","4.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9","224","24.89","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"Craig Stevens","","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"Craig Stevens","","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","1","14","14.00","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"Craig Stevens","","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","1","0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"Craig Stevens","","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"Craig Stevens","","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"Craig Stevens","","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"Craig Stevens","","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"Craig Stevens","","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"Craig Stevens","","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"Craig Stevens","","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"Craig Stevens","","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"Craig Stevens","","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"Craig Stevens","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","1","1","14","14.00","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"Jerramy Stevens","TE","1",NA,NA,NA,NA,"5","4","41","10.25","0","80.0%","8.20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"Jerramy Stevens","TE","2",NA,NA,NA,NA,"9","3","24","8.00","1","33.3%","2.67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"Jerramy Stevens","TE","3",NA,NA,NA,NA,"3","1","6","6.00","0","33.3%","2.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"Jerramy Stevens","TE","4",NA,NA,NA,NA,"1",NA,NA,NA,NA,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"Jerramy Stevens","TE","5",NA,NA,NA,NA,"2","1","1","1.00","0","50.0%","0.50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"Jerramy Stevens","TE","6",NA,NA,NA,NA,NA,"0","0",NA,"0","0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"Jerramy Stevens","TE","7",NA,NA,NA,NA,"1",NA,NA,NA,NA,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"Jerramy Stevens","TE","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"Jerramy Stevens","TE","9",NA,NA,NA,NA,"1","1","15","15.00","0","100.0%","15.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"Jerramy Stevens","TE","10",NA,NA,NA,NA,"1","1","5","5.00","0","100.0%","5.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"Jerramy Stevens","TE","11",NA,NA,NA,NA,"1","1","6","6.00","0","100.0%","6.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"Jerramy Stevens","TE","12",NA,NA,NA,NA,"2","1","9","9.00","0","50.0%","4.50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"Jerramy Stevens","TE","13",NA,NA,NA,NA,"2",NA,NA,NA,NA,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"Jerramy Stevens","TE","14",NA,NA,NA,NA,"1",NA,NA,NA,NA,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"Jerramy Stevens","TE","15",NA,NA,NA,NA,"1","1","9","9.00","0","100.0%","9.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"Jerramy Stevens","TE","16",NA,NA,NA,NA,"2","1","14","14.00","0","50.0%","7.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"Jerramy Stevens","TE",NA,NA,NA,NA,NA,"32","15","130","8.67","1","46.9%","4.06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"Jonathan Stewart","RB","1","11","35","3.18","0","3","2","32","16.00","0","66.7%","10.67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0.0","1","0","0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"Jonathan Stewart","RB","2","9","65","7.22","0","3","3","14","4.67","0","100.0%","4.67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0.0","0","0","0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"Jonathan Stewart","RB","3","3","-1","-0.33","0","2","2","17","8.50","0","100.0%","8.50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0.0","0","0","0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"Jonathan Stewart","RB","4","10","39","3.90","1","1","1","6","6.00","0","100.0%","6.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","6","0.0","0","0","2","17","8.50","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"Jonathan Stewart","RB","5","17","110","6.47","1","0","0","0",NA,"0","0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","6","0.0","0","0","0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"Jonathan Stewart","RB","6","7","25","3.57","0","5","4","20","5.00","0","80.0%","4.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0.0","0","0","0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
"Jonathan Stewart","RB","7","17","87","5.12","2","0","0","0",NA,"0","0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","12","0.0","0","0","0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
