"player","position","game_num","rush_att","rush_yds","rush_yds_per_att","rush_td","targets","rec","rec_yds","rec_yds_per_rec","rec_td","catch_pct","rec_yds_per_tgt","two_pt_md","all_td","scoring","sacks","tackles_solo","tackles_assists","kick_ret","kick_ret_yds","kick_ret_yds_per_ret","kick_ret_td","gs","pass_cmp","pass_att","pass_cmp_perc","pass_yds","pass_td","pass_int","pass_rating","pass_sacked","pass_sacked_yds","pass_yds_per_att","pass_adj_yds_per_att","punt_ret","punt_ret_yds","punt_ret_yds_per_ret","punt_ret_td","punt","punt_yds","punt_yds_per_punt","punt_blocked","def_int","def_int_yds","def_int_td","year"
"Derek Anderson","QB","11","1","0","0.00","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","14","35.71","51","0","1","17.3","0","0","3.64","0.43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"Derek Anderson","QB","12","2","5","2.50","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"*","16","26","61.54","110","0","0","71.0","3","18","4.23","4.23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"Derek Anderson","QB",NA,"25","55","2.20","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"142","283","50.18","1615","9","8","66.5","14","87","5.71","5.07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"Deon Anderson","RB","1","0","0",NA,"0","0","0","0",NA,"0","0.0%",NA,NA,"0","0","0.0","0","0","0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"Deon Anderson","RB","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"Deon Anderson","RB","5","1","3","3.00","0","1","0","0",NA,"0","0.0%","0.00",NA,"0","0","0.0","0","0","0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"Deon Anderson","RB","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"Deon Anderson","RB","7","0","0",NA,"0","1","1","6","6.00","0","100.0%","6.00",NA,"0","0","0.0","0","0","0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"Deon Anderson","RB","8","0","0",NA,"0",NA,"0","0",NA,"0","0.0%",NA,NA,"0","0","0.0","0","0","0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"Deon Anderson","RB","9","0","0",NA,"0","0","0","0",NA,"0","0.0%",NA,NA,"0","0","0.0","0","0","0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"Deon Anderson","RB","10","0","0",NA,"0","0","0","0",NA,"0","0.0%",NA,NA,"0","0","0.0","0","0","1","9","9.00","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"Deon Anderson","RB","11","0","0",NA,"0","0","0","0",NA,"0","0.0%",NA,NA,"0","0","0.0","0","1","0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"Deon Anderson","RB","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"Deon Anderson","RB","13","1","0","0.00","0","0","0","0",NA,"0","0.0%",NA,NA,"0","0","0.0","0","0","0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"Deon Anderson","RB","14","0","0",NA,"0","1","1","1","1.00","1","100.0%","1.00",NA,"1","6","0.0","0","0","0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"Deon Anderson","RB","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"Deon Anderson","RB","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"Deon Anderson","RB",NA,"2","3","1.50","0","3","2","7","3.50","1","66.7%","2.33",NA,"1","6","0.0","0","1","1","9","9.00","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"Richard Angulo","TE","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"Richard Angulo","TE","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"Richard Angulo","TE","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"Richard Angulo","TE","4",NA,NA,NA,NA,"2","1","1","1.00","0","50.0%","0.50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"Richard Angulo","TE","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"Richard Angulo","TE","6",NA,NA,NA,NA,"0",NA,NA,NA,NA,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"Richard Angulo","TE","7",NA,NA,NA,NA,"1","1","5","5.00","0","100.0%","5.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"Richard Angulo","TE","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"Richard Angulo","TE","9",NA,NA,NA,NA,"1",NA,NA,NA,NA,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"Richard Angulo","TE","10",NA,NA,NA,NA,"1","1","14","14.00","0","100.0%","14.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"Richard Angulo","TE","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"Richard Angulo","TE","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"Richard Angulo","TE","14",NA,NA,NA,NA,"3","2","15","7.50","0","66.7%","5.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"Richard Angulo","TE","15",NA,NA,NA,NA,"2","2","24","12.00","0","100.0%","12.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"Richard Angulo","TE","16",NA,NA,NA,NA,"1","1","4","4.00","0","100.0%","4.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"Richard Angulo","TE",NA,NA,NA,NA,NA,"11","8","63","7.88","0","72.7%","5.73",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"J.J. Arrington","RB","5","4","19","4.75","0","3","3","25","8.33","0","100.0%","8.33",NA,"0","0","0.0","0","0","3","68","22.67","0",NA,"0","0",NA,"0","0","0",NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"J.J. Arrington","RB","6","1","2","2.00","0","1","1","10","10.00","0","100.0%","10.00",NA,"1","6","0.0","0","0","1","93","93.00","1",NA,"0","0",NA,"0","0","0",NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"J.J. Arrington","RB","7","0","0",NA,"0","2","1","7","7.00","0","50.0%","3.50",NA,"0","0","0.0","0","0","4","87","21.75","0",NA,"0","1","0.00","0","0","0","39.6","0","0","0.00","0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"J.J. Arrington","RB","8","7","61","8.71","0","5","4","58","14.50","0","80.0%","11.60",NA,"0","0","0.0","0","0","1","20","20.00","0",NA,"0","0",NA,"0","0","0",NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"J.J. Arrington","RB","9","1","1","1.00","0","0","0","0",NA,"0","0.0%",NA,NA,"0","0","0.0","0","0","0","0",NA,"0",NA,"0","0",NA,"0","0","0",NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"J.J. Arrington","RB","10","8","40","5.00","1","4","3","21","7.00","1","75.0%","5.25",NA,"2","12","0.0","0","0","0","0",NA,"0",NA,"0","0",NA,"0","0","0",NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"J.J. Arrington","RB","11","0","0",NA,"0","7","5","38","7.60","0","71.4%","5.43",NA,"0","0","0.0","0","0","8","232","29.00","0",NA,"0","0",NA,"0","0","0",NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"J.J. Arrington","RB","12","2","10","5.00","0","1","0","0",NA,"0","0.0%","0.00",NA,"0","0","0.0","1","0","8","174","21.75","0",NA,"0","0",NA,"0","0","0",NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"J.J. Arrington","RB","13","5","22","4.40","0","5","3","30","10.00","0","60.0%","6.00",NA,"0","0","0.0","0","0","3","73","24.33","0",NA,"0","0",NA,"0","0","0",NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"J.J. Arrington","RB","14","2","23","11.50","0","7","7","48","6.86","0","100.0%","6.86",NA,"0","0","0.0","0","0","6","126","21.00","0",NA,"0","0",NA,"0","0","0",NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"J.J. Arrington","RB","16","1","9","9.00","0","5","2","18","9.00","0","40.0%","3.60",NA,"0","0","0.0","0","0","2","50","25.00","0",NA,"0","0",NA,"0","0","0",NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"J.J. Arrington","RB",NA,"31","187","6.03","1","40","29","255","8.79","1","72.5%","6.38",NA,"3","18","0.0","1","0","36","923","25.64","1",NA,"0","1","0.00","0","0","0","39.6","0","0","0.00","0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"J.J. Arrington","RB","17","1","-2","-2.00","0","1","1","-3","-3.00","0","100.0%","-3.00",NA,NA,NA,NA,NA,NA,"4","74","18.50","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"J.J. Arrington","RB","18","2","11","5.50","0","4","3","10","3.33","0","75.0%","2.50",NA,NA,NA,NA,NA,NA,"1","23","23.00","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"J.J. Arrington","RB","19","2","-4","-2.00","0","1","1","16","16.00","0","100.0%","16.00",NA,NA,NA,NA,NA,NA,"2","51","25.50","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"J.J. Arrington","RB","20","1","0","0.00","0","2","2","35","17.50","0","100.0%","17.50",NA,NA,NA,NA,NA,NA,"4","82","20.50","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"J.J. Arrington","RB",NA,"6","5","0.83","0","8","7","58","8.29","0","87.5%","7.25",NA,NA,NA,NA,NA,NA,"11","230","20.91","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"B.J. Askew","RB","1","0","0",NA,"0","3","3","20","6.67","0","100.0%","6.67",NA,"0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"B.J. Askew","RB","2","0","0",NA,"0","3","3","1","0.33","0","100.0%","0.33",NA,"0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"B.J. Askew","RB","3","0","0",NA,"0","3","2","18","9.00","0","66.7%","6.00",NA,"0","0","0.0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"B.J. Askew","RB","10","1","1","1.00","1","2","2","9","4.50","0","100.0%","4.50",NA,"1","6","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"B.J. Askew","RB","11","1","3","3.00","0","1","0","0",NA,"0","0.0%","0.00",NA,"0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"B.J. Askew","RB","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"B.J. Askew","RB","13","3","9","3.00","0","2","1","9","9.00","0","50.0%","4.50",NA,"0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"B.J. Askew","RB","14",NA,NA,NA,NA,"1",NA,NA,NA,NA,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"B.J. Askew","RB","15","1","1","1.00","1","1","1","5","5.00","0","100.0%","5.00",NA,"1","6","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"B.J. Askew","RB","16","1","0","0.00","0","2","1","4","4.00","0","50.0%","2.00",NA,"0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"B.J. Askew","RB",NA,"7","14","2.00","2","18","13","66","5.08","0","72.2%","3.67",NA,"2","12","0.0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"Miles Austin","WR","2",NA,NA,NA,NA,"3","2","12","6.00","0","66.7%","4.00",NA,"0","0","0.0","1","0","0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"Miles Austin","WR","3",NA,NA,NA,NA,"3","2","115","57.50","1","66.7%","38.33",NA,"1","6","0.0","0","0","0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"Miles Austin","WR","4",NA,NA,NA,NA,"6","3","45","15.00","1","50.0%","7.50",NA,"1","6","0.0","0","0","0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"Miles Austin","WR","5",NA,NA,NA,NA,"0","0","0",NA,"0","0.0%",NA,NA,"0","0","0.0","0","0","1","25","25.00","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"Miles Austin","WR","6",NA,NA,NA,NA,"3","1","14","14.00","1","33.3%","4.67",NA,"1","6","0.0","0","0","3","82","27.33","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"Miles Austin","WR","7",NA,NA,NA,NA,"3","2","43","21.50","0","66.7%","14.33",NA,"0","0","0.0","1","0","3","76","25.33","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"Miles Austin","WR","8",NA,NA,NA,NA,"0","0","0",NA,"0","0.0%",NA,NA,"0","0","0.0","0","0","2","38","19.00","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"Miles Austin","WR","9",NA,NA,NA,NA,"0","0","0",NA,"0","0.0%",NA,NA,"0","0","0.0","0","0","5","108","21.60","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"Miles Austin","WR","10",NA,NA,NA,NA,"3","2","26","13.00","0","66.7%","8.67",NA,"0","0","0.0","0","0","2","26","13.00","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"Miles Austin","WR","14",NA,NA,NA,NA,"1","1","23","23.00","0","100.0%","23.00",NA,"0","0","0.0","0","0","3","76","25.33","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"Miles Austin","WR","15",NA,NA,NA,NA,"1","0","0",NA,"0","0.0%","0.00",NA,"0","0","0.0","0","0","6","116","19.33","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"Miles Austin","WR","16",NA,NA,NA,NA,"0","0","0",NA,"0","0.0%",NA,NA,"0","0","0.0","0","0","4","77","19.25","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"Miles Austin","WR",NA,NA,NA,NA,NA,"23","13","278","21.38","3","56.5%","12.09",NA,"3","18","0.0","2","0","29","624","21.52","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"Jason Avant","WR","1",NA,NA,NA,NA,"4","3","45","15.00","0","75.0%","11.25",NA,"0","0","0.0","0","0","0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"Jason Avant","WR","2",NA,NA,NA,NA,"4","2","28","14.00","0","50.0%","7.00",NA,"0","0","0.0","0","0","0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"Jason Avant","WR","3",NA,NA,NA,NA,"4","2","24","12.00","0","50.0%","6.00",NA,"0","0","0.0","0","0","0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"Jason Avant","WR","4",NA,NA,NA,NA,"5","4","29","7.25","0","80.0%","5.80",NA,"0","0","0.0","0","0","0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"Jason Avant","WR","5",NA,NA,NA,NA,"3","1","3","3.00","0","33.3%","1.00",NA,"0","0","0.0","0","0","0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"Jason Avant","WR","6",NA,NA,NA,NA,"2","1","17","17.00","0","50.0%","8.50",NA,"0","0","0.0","0","0","0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"Jason Avant","WR","7",NA,NA,NA,NA,"1",NA,NA,NA,NA,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"Jason Avant","WR","9",NA,NA,NA,NA,"4","2","25","12.50","1","50.0%","6.25",NA,"1","6","0.0","0","0","0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"Jason Avant","WR","10",NA,NA,NA,NA,"5","3","32","10.67","0","60.0%","6.40",NA,"0","0","0.0","0","0","0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"Jason Avant","WR","11",NA,NA,NA,NA,"5","2","23","11.50","0","40.0%","4.60",NA,"0","0","0.0","1","0","1","13","13.00","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"Jason Avant","WR","12",NA,NA,NA,NA,"6","4","25","6.25","1","66.7%","4.17",NA,"1","6","0.0","0","0","0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"Jason Avant","WR","13",NA,NA,NA,NA,"1","1","9","9.00","0","100.0%","9.00",NA,"0","0","0.0","0","0","0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"Jason Avant","WR","14",NA,NA,NA,NA,"6","5","101","20.20","0","83.3%","16.83",NA,"0","0","0.0","0","0","0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"Jason Avant","WR","15",NA,NA,NA,NA,"6","2","16","8.00","0","33.3%","2.67",NA,"0","0","0.0","0","0","0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"Jason Avant","WR","16",NA,NA,NA,NA,"1",NA,NA,NA,NA,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"Jason Avant","WR",NA,NA,NA,NA,NA,"57","32","377","11.78","2","56.1%","6.61",NA,"2","12","0.0","1","0","1","13","13.00","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"Jason Avant","WR","17",NA,NA,NA,NA,"6","5","47","9.40","0","83.3%","7.83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
"Jason Avant","WR","18",NA,NA,NA,NA,"6","4","43","10.75","0","66.7%","7.17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
